(,001,1,Losail International Circuit (Qatar),4,6,1,25,)
(,002,1,Losail International Circuit (Qatar),9,12,2,20,)
(,003,1,Losail International Circuit (Qatar),3,4,3,16,)
(,004,1,Losail International Circuit (Qatar),18,13,4,13,)
(,005,1,Losail International Circuit (Qatar),19,7,5,11,)
(,006,1,Losail International Circuit (Qatar),15,6,6,10,)
(,007,1,Losail International Circuit (Qatar),22,7,7,9,)
(,008,1,Losail International Circuit (Qatar),11,13,8,8,)
(,009,1,Losail International Circuit (Qatar),13,5,9,7,)
(,010,1,Losail International Circuit (Qatar),5,3,10,6,)
(,011,1,Losail International Circuit (Qatar),12,8,11,5,)
(,012,1,Losail International Circuit (Qatar),6,10,12,4,)
(,013,1,Losail International Circuit (Qatar),8,12,13,3,)
(,014,1,Losail International Circuit (Qatar),7,3,14,2,)
(,015,1,Losail International Circuit (Qatar),23,10,15,1,)
(,016,1,Losail International Circuit (Qatar),16,8,16,0,)
(,017,1,Losail International Circuit (Qatar),14,11,17,0,)
(,018,1,Losail International Circuit (Qatar),1,9,18,0,)
(,019,1,Losail International Circuit (Qatar),17,9,19,0,)
(,020,1,Losail International Circuit (Qatar),21,11,20,0,)
(,021,1,Losail International Circuit (Qatar),20,2,99,0,)
(,022,1,Losail International Circuit (Qatar),10,1,99,0,)
(,023,1,Losail International Circuit (Qatar),2,1,99,0,)
(,024,2,Termas de Río Hondo (Argentina),9,12,1,25,)
(,025,2,Termas de Río Hondo (Argentina),19,7,2,20,)
(,026,2,Termas de Río Hondo (Argentina),4,6,3,16,)
(,027,2,Termas de Río Hondo (Argentina),10,1,4,13,)
(,028,2,Termas de Río Hondo (Argentina),18,13,5,11,)
(,029,2,Termas de Río Hondo (Argentina),15,6,6,10,)
(,030,2,Termas de Río Hondo (Argentina),13,5,7,9,)
(,031,2,Termas de Río Hondo (Argentina),16,8,8,8,)
(,032,2,Termas de Río Hondo (Argentina),5,3,9,7,)
(,033,2,Termas de Río Hondo (Argentina),6,10,10,6,)
(,034,2,Termas de Río Hondo (Argentina),14,11,11,5,)
(,035,2,Termas de Río Hondo (Argentina),8,12,12,4,)
(,036,2,Termas de Río Hondo (Argentina),3,4,13,3,)
(,037,2,Termas de Río Hondo (Argentina),2,1,14,2,)
(,038,2,Termas de Río Hondo (Argentina),23,10,15,1,)
(,039,2,Termas de Río Hondo (Argentina),21,11,16,0,)
(,040,2,Termas de Río Hondo (Argentina),7,3,17,0,)
(,041,2,Termas de Río Hondo (Argentina),22,7,99,0,)
(,042,2,Termas de Río Hondo (Argentina),12,8,99,0,)
(,043,2,Termas de Río Hondo (Argentina),11,13,99,0,)
(,044,2,Termas de Río Hondo (Argentina),17,9,99,0,)
(,045,2,Termas de Río Hondo (Argentina),1,9,99,0,)
(,046,3,Circuit Of The Americas (United States),18,13,1,25,)
(,047,3,Circuit Of The Americas (United States),19,7,2,20,)
(,048,3,Circuit Of The Americas (United States),10,1,3,16,)
(,049,3,Circuit Of The Americas (United States),4,6,4,13,)
(,050,3,Circuit Of The Americas (United States),12,8,5,11,)
(,051,3,Circuit Of The Americas (United States),15,6,6,10,)
(,052,3,Circuit Of The Americas (United States),16,8,7,9,)
(,053,3,Circuit Of The Americas (United States),6,10,8,8,)
(,054,3,Circuit Of The Americas (United States),2,1,9,7,)
(,055,3,Circuit Of The Americas (United States),13,5,10,6,)
(,056,3,Circuit Of The Americas (United States),22,7,11,5,)
(,057,3,Circuit Of The Americas (United States),7,3,12,4,)
(,058,3,Circuit Of The Americas (United States),23,10,13,3,)
(,059,3,Circuit Of The Americas (United States),14,11,14,2,)
(,060,3,Circuit Of The Americas (United States),17,9,15,1,)
(,061,3,Circuit Of The Americas (United States),1,9,16,0,)
(,062,3,Circuit Of The Americas (United States),11,13,17,0,)
(,063,3,Circuit Of The Americas (United States),21,11,18,0,)
(,064,3,Circuit Of The Americas (United States),8,12,99,0,)
(,065,3,Circuit Of The Americas (United States),9,12,99,0,)
(,066,3,Circuit Of The Americas (United States),3,4,99,0,)
(,067,3,Circuit Of The Americas (United States),5,3,99,0,)
(,068,4,Circuito de Jerez - Angel Nieto (Spain),9,12,1,25,)
(,069,4,Circuito de Jerez - Angel Nieto (Spain),18,13,2,20,)
(,070,4,Circuito de Jerez - Angel Nieto (Spain),22,7,3,16,)
(,071,4,Circuito de Jerez - Angel Nieto (Spain),4,6,4,13,)
(,072,4,Circuito de Jerez - Angel Nieto (Spain),15,6,5,11,)
(,073,4,Circuito de Jerez - Angel Nieto (Spain),19,7,6,10,)
(,074,4,Circuito de Jerez - Angel Nieto (Spain),12,8,7,9,)
(,075,4,Circuito de Jerez - Angel Nieto (Spain),3,4,8,8,)
(,076,4,Circuito de Jerez - Angel Nieto (Spain),13,5,9,7,)
(,077,4,Circuito de Jerez - Angel Nieto (Spain),25,13,10,6,)
(,078,4,Circuito de Jerez - Angel Nieto (Spain),5,3,11,5,)
(,079,4,Circuito de Jerez - Angel Nieto (Spain),8,12,12,4,)
(,080,4,Circuito de Jerez - Angel Nieto (Spain),6,10,13,3,)
(,081,4,Circuito de Jerez - Angel Nieto (Spain),23,10,14,2,)
(,082,4,Circuito de Jerez - Angel Nieto (Spain),17,9,15,1,)
(,083,4,Circuito de Jerez - Angel Nieto (Spain),1,9,16,0,)
(,084,4,Circuito de Jerez - Angel Nieto (Spain),20,2,17,0,)
(,085,4,Circuito de Jerez - Angel Nieto (Spain),14,11,18,0,)
(,086,4,Circuito de Jerez - Angel Nieto (Spain),21,11,19,0,)
(,087,4,Circuito de Jerez - Angel Nieto (Spain),10,1,99,0,)
(,088,4,Circuito de Jerez - Angel Nieto (Spain),11,13,99,0,)
(,089,4,Circuito de Jerez - Angel Nieto (Spain),16,8,99,0,)
(,090,4,Circuito de Jerez - Angel Nieto (Spain),2,1,99,0,)
(,091,5,Le Mans (France),9,12,1,25,)
(,092,5,Le Mans (France),4,6,2,20,)
(,093,5,Le Mans (France),15,6,3,16,)
(,094,5,Le Mans (France),10,1,4,13,)
(,095,5,Le Mans (France),19,7,5,11,)
(,096,5,Le Mans (France),6,10,6,10,)
(,097,5,Le Mans (France),12,8,7,9,)
(,098,5,Le Mans (France),16,8,8,8,)
(,099,5,Le Mans (France),3,4,9,7,)
(,100,5,Le Mans (France),18,13,10,6,)
(,101,5,Le Mans (France),8,12,11,5,)
(,102,5,Le Mans (France),5,3,12,4,)
(,103,5,Le Mans (France),23,10,13,3,)
(,104,5,Le Mans (France),21,11,14,2,)
(,105,5,Le Mans (France),14,11,15,1,)
(,106,5,Le Mans (France),11,13,16,0,)
(,107,5,Le Mans (France),13,5,99,0,)
(,108,5,Le Mans (France),7,3,99,0,)
(,109,5,Le Mans (France),22,7,99,0,)
(,110,5,Le Mans (France),2,1,99,0,)
(,111,5,Le Mans (France),17,9,99,0,)
(,112,5,Le Mans (France),1,9,99,0,)
(,113,6,Autodromo Internazionale del Mugello (Italy),15,6,1,25,)
(,114,6,Autodromo Internazionale del Mugello (Italy),9,12,2,20,)
(,115,6,Autodromo Internazionale del Mugello (Italy),4,6,3,16,)
(,116,6,Autodromo Internazionale del Mugello (Italy),18,13,4,13,)
(,117,6,Autodromo Internazionale del Mugello (Italy),13,5,5,11,)
(,118,6,Autodromo Internazionale del Mugello (Italy),22,7,6,10,)
(,119,6,Autodromo Internazionale del Mugello (Italy),24,6,7,9,)
(,120,6,Autodromo Internazionale del Mugello (Italy),3,4,8,8,)
(,121,6,Autodromo Internazionale del Mugello (Italy),6,10,9,7,)
(,122,6,Autodromo Internazionale del Mugello (Italy),16,8,10,6,)
(,123,6,Autodromo Internazionale del Mugello (Italy),5,3,11,5,)
(,124,6,Autodromo Internazionale del Mugello (Italy),11,13,12,4,)
(,125,6,Autodromo Internazionale del Mugello (Italy),8,12,13,3,)
(,126,6,Autodromo Internazionale del Mugello (Italy),1,9,14,2,)
(,127,6,Autodromo Internazionale del Mugello (Italy),7,3,15,1,)
(,128,6,Autodromo Internazionale del Mugello (Italy),14,11,16,0,)
(,129,6,Autodromo Internazionale del Mugello (Italy),23,10,17,0,)
(,130,6,Autodromo Internazionale del Mugello (Italy),10,1,99,0,)
(,131,6,Autodromo Internazionale del Mugello (Italy),2,1,99,0,)
(,132,6,Autodromo Internazionale del Mugello (Italy),21,11,99,0,)
(,133,6,Autodromo Internazionale del Mugello (Italy),19,7,99,0,)
(,134,6,Autodromo Internazionale del Mugello (Italy),12,8,99,0,)
(,135,6,Autodromo Internazionale del Mugello (Italy),17,9,99,0,)
